id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
276448,Cub Creek Trail,https://www.singletracks.com/bike-trails/cub-creek-trail/,5.0,"This trail serves as an entrance to the Mt Evans Wilderness Area.  Don't let the Wilderness sign at the trailhead fool you--you can ride a good five miles before hitting the Wilderness Boundary for a good bit of overall mileage, especially as an add on to the all-too-short Maxwell Falls trail.  <br />
<br />
The trail surface is mostly wide singletrack covered with loose gravel.  The first stretch is a significant climb, but it does level out up high.  The trail is easy to follow.  Just ride until the sign at the actual Wilderness boundary and retrace your pedal strokes.","From the intersection of Hwy 73 and Hwy 74 in Evergreen, take Hwy 73 south.  After one mile, turn south on South Forest Brook Road.  At close to six miles on South Forest Brook Ride, there will be a right turn to Carol Lane.  U-turn there and follow the short road to the parking.  If you're doing this as an add on after climbing Maxwell Falls, at the Upper Maxwell Falls trailhead, take the paved road to the right and go for 3/4 miles to the Carol Lane turn (which is also signed for the Cub Creek Trailhead, so it's easy to find).",Evergreen,Colorado,United States,39.56811,-105.38318,Intermediate,,2.0,https://images.singletracks.com/blog/wp-content/uploads/2018/09/A2FB9D56-7820-4C55-A5D4-231C04F65C31jpeg-orig.jpg
287302,Golden Gate Canyon State Park,https://www.singletracks.com/bike-trails/golden-gate-canyon-state-park/,35.0,"We rode Blue Grouse then took a right on Mule Deer some nice singletrack and kinda technical.  You'll eventually get to some campsites just follow the signs for Mule Deer, from here go up the valley..soo nice with a little climb..then descend down a loose rocky douletrack.  Keep climbing to the Panorama Point its pretty cool up there, I guess there are some views up here..but the day we rode (5-29-05) it rained off and on all day..so we'll be back.  No real long downhills but it is alot of fun getting back to your car if you parked at Kirley Pond.  $5 a car is well worth it..hardly anyone there!!",Take Golden Gate Canyon Rd. 15 miles from Golden. Several options for trail head starts. Check with the Visitor Center for maps and info. ,Golden,Colorado,United States,39.86427,-105.41616,Advanced,,3.95,https://images.singletracks.com/blog/wp-content/uploads/2015/07/IMG_0564-orig-scaled.jpg
282279,Chapman Drive,https://www.singletracks.com/bike-trails/chapman-drive/,3.0,"A somewhat steep 940 ft elevation gain climb up the backside of Flagstaff Mountain along a disused, double track, 1930's era Civilian Conservation Corps dirt road. Highlights include several vintage stone bridges and views north towards Longs Peak and Betasso Preserve... Also is a great alternative route to Walker Ranch from Boulder when combined with the west end of the Boulder Creek trail and Flagstaff road.<br />
Trail and trail head were opened to the public January 2013. Downhill access granted late April 2013.",From town (Boulder) drive West up Boulder Canyon (Hwy 119) 3-ish miles. Pass Fourmile Canyon and Alps Lodge on the right. Take next left at the Red Lion restaurant entrance bridge. Parking and trail head is immediately on the right after crossing bridge.,Boulder,Colorado,United States,40.00896,-105.32528,Intermediate,,3.5,https://images.singletracks.com/blog/wp-content/uploads/2017/01/IMG_1993-orig.jpg
284979,Hicks Mountain,https://www.singletracks.com/bike-trails/hicks-mountain/,3.0, This is a good beginner ride or a way to add 5 miles to Beaver Brook . This was a fun ride on an old  road. The first couple miles are fairly flat and open. The trail becomes steeper and overgrown to the point you canâ€™t ride any further. A 1/4 mi.  hike takes you to a cliff  overlooking Upper Bear Creek and the Evergreen area. I think the trail shines more on the way back. From the junction of Witter Gulch Road and HWY 103 ride south on Witter Gulch Road after  a short distance watch for a singletrack on the right that takes you around  the private property and cabin. Follow the road to the south.,From Bergen Park drive west on hwy. 103 (Squaw Pass) approximately 6 miles and park across  from Witter Gulch Road,Evergreen,Colorado,United States,39.67420,-105.44453,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2010/01/IMG_0722_edited-0-orig.jpg
286237,Hidden Mesa,https://www.singletracks.com/bike-trails/hidden-mesa/,7.0,This Open Space was opened June 2006.  This ride is lollipop shaped.  It features a 2.1 miles loop at the top of the mesa designed for mountain bikers.  Somewhat technical but fun for all.  Ride the loop in either direction.,From Castle Rock take Highway 86 east toward Franktown.  Turn left at Parker road and continue on for approximately 1 mile.  Hidden Mesa Open Space will be on your left.,Franktown,Colorado,United States,39.40952,-104.76224,Beginner,,3.82,https://images.singletracks.com/blog/wp-content/uploads/2016/03/HM01-orig-scaled.jpg
285527,Ridgeline Open Space Trail,https://www.singletracks.com/bike-trails/ridgeline-open-space-trail-2/,12.0,"This trail system is all singletrack. There is nothing technical other than switchbacks, and it has some short but steep climbs. Access it from any trailhead, pick a loop and do several laps. 

The climbs are good exercise, the switchbacks keep you on your toes and the view of the front range is amazing. 

If you live in the area, this is a great after work ride, or for getting in shape after a long winter.
The official town trail map is here:
http://www.crgov.com/Files/Ridgeline Open Space Map.pdf","Take exit 182 from I-25 and head west for 1.5 miles.
Turn right on Coachline Rd and go 1 mile.
Turn left on Foothills Dr and go .4 miles.
Turn left on Clear Sky Way and go .25 miles.
park at Bison Park on the left and access the trail from any of several trailheads within a block or two of here.",Castle Rock,Colorado,United States,39.37843,-104.89348,Beginner,"Fat biking allowed in winter, Night riding allowed, Restrooms",4.03,https://images.singletracks.com/blog/wp-content/uploads/2015/08/mobile-1439086805-orig.jpg
276847,Bayou Gulch Bike Park,https://www.singletracks.com/bike-trails/bayou-gulch-bike-park/,4.0,"This is a bike park. There are two ""loop"" tracks, one beginner and one intermediate, as well as 3 intermediate flow trails.","From Parker Road, turn east on Bayou Gulch Road (towards the horse park). Turn left on Fox Swallow Road. Drive up Fox Swallow Road and turn right into the parking area for Bike/Dog park.",Parker,Colorado,United States,39.43097,-104.73075,Intermediate,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2018/01/mobile-1517076855-orig.jpg
286217,Devil's Head Stretch,https://www.singletracks.com/bike-trails/devils-head-stretch/,10.0,"Devil's Head Stretch is a multi-use trail that is full of moto-carved rollers, berms, dips, chutes, and off-shoots.  It is densely populated with dirt-bikes on the weekends.
This trail would be best ridden on a day during the work-week after a good rain, as this will have firmed the trail up; it is quite gravelly from all the dirt-bikers, and you will not have to contend with as many (if any) motos.
This trail would be a blast for anyone looking to absolutely pin it on a slack workday, nailing berms and chutes, and then collapsing in glorious exhaustion with a frosty brew at the end of the ride.
!Warning!
Again, this is a multi-use trail which is very popular with motorized traffic.  Unlike a moto-popular trail like Captain Jack\'s, where speeds are somewhat restrained by the steep-ish trail loop; things are not so slow here.","From I-25, take Hwy-85 west to Sedalia.
In the middle of Sedalia, turn south on CR-67 (Jarre Canyon Rd.)
Take CR-67 west until you hit Rampart Range Rd. (approx. 9 miles, just past the camp/country store)
Turn south on Rampart Range Road.  Drive about one or two miles, and then pick any parking area near the road.
Trail runs parallel with Rampart Range Road on the right side.
",Sedalia,Colorado,United States,39.37624,-105.09350,Intermediate,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2012/07/DevilsHead-0-orig.jpg
287164,Betasso Preserve,https://www.singletracks.com/bike-trails/betasso-preserve/,7.0,"Betasso is a quick smooth loop through forested hills, with plenty of tight turns and speedy downhill sections. The climbs and descents alternate enough to allow even a beginner to have a good time on this track. In some places the trail is cut right into the side of the mountain, so you are looking at a serious drop off if you're not paying attention. The trail has some nice views and is well maintained. The trail directions alternates monthly, so make sure you read the signs at the trailhead. Regardless of the trail direction, you will start off descending, and finish up climbing.  There are two main (directional) loops: from the main parking lot you will start on the canyon loop, about halfway through, there is a connector trail that leads to the flowy, somewhat less technical, Benjamin loop.

Bikes are not allowed on this trail on Wednesdays and Saturdays.","From US36 in Boulder, go west on Canyon Rd approx 4 miles. Past the tunnel, turn right on Sugarloaf Rd. Go about a mile and turn right on Betasso Rd. The trailhead is about 1/2 mile or so on the left.",Boulder,Colorado,United States,40.01575,-105.34418,Intermediate,Restrooms,4.06,https://images.singletracks.com/blog/wp-content/uploads/2015/08/Colorado_2015_iPhone_330-orig-scaled.jpg
278351,Phillip S. Miller Park,https://www.singletracks.com/bike-trails/phillp-s-miller-park/,6.0,"Park at the Miller Activity Center parking lot (or start on sidewalk just off the Plum Creek Parkway entrance) and join the trail at the base of the ""mini incline"" stairs (200 steps to the top of the hill). <br />
<br />
The trail continues past the steps and the singletrack starts. Stay to the right as the first left will take you to the top of the mini incline. Follow the singletrack as it twists and winds around the hills of this 220 acre Town Park. <br />
<br />
Don't forget to stop and look around as the views from the tops of the hills are impressive and provide a great overlook to Castle Rock and the surroundings area. <br />
<br />
The trail has very few straight sections, so use caution on the blind corners when going up or down the switchbacks. The trail has some short but steep climbs but nothing that a fit, regular mountain biker can't power up. The reward is worth it for the views and the fun and quick downhills. <br />
<br />
There are few trail intersections, so getting lost on this trail will be tough. In the future, a shortcut will be added at the north end of the park to cross over Wolfensberger to access Ridgeline Open Space trails.",Take the Plum Creek exit from I-25 and head West 0.7 mile.  Phillp S. Miller Park will be on the left.  You can't miss the Miller Activity Center (MAC),Castle Rock,Colorado,United States,39.37087,-104.87758,Intermediate,"Drinking water, Fat biking allowed in winter, Night riding allowed, Restrooms",3.86,https://images.singletracks.com/blog/wp-content/uploads/2016/07/butter-orig.jpg
285556,Memmen Ridge Open Space,https://www.singletracks.com/bike-trails/memmen-ridge-open-space/,2.0,This is a very nice close to town peaceful trail with great views and good trails.,"Memmen  Ridge Directions

Directions from I-25:

1. Take the Wolfensberger Rd/ Wilcox St exit, Exit 182
2.Turn east at the ramp and follow Wilcox St for approx. 0.6 miles
3.Turn left at 2nd St and follow for 0.3 miles.
4.Turn right at Gilbert St and follow for 0.1 miles.
5.Turn left at South St then turn right at Oman Road.
6. Trailhead parking lot will be on your left.
",Castle Rock,Colorado,United States,39.36865,-104.84884,Beginner,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2009/06/Memmen2-0-orig.jpg
286697,Boulder Valley Ranch,https://www.singletracks.com/bike-trails/boulder-valley-ranch/,7.0,"A working cattle ranch that has multiple trails - some are open to bikes. Combination dirt road, doubletrack, and singletrack. There is a lot of singletrack along the dirt roads. One moderate climb/decent with waterbars.  Good views of the plains, mountains, and Boulder Valley.  From the Foothills trailhead, take Eagle Trail to Boulder Reservoir. Turn around, and connect with Sage Trail, back to Eagle Trail and return.","From Boulder, go north on US 36. Continue past Jay Rd. for 1.5 miles, and take a right on a dirt road. The Foothills trailhead is just a little farther on the left. There are several other trailheads too.",Boulder,Colorado,United States,40.07991,-105.26259,Beginner,,2.17,https://images.singletracks.com/blog/wp-content/uploads/2006/11/1162753744-orig.jpg
282170,Staunton State Park,https://www.singletracks.com/bike-trails/all-mountain-bike-trails/,15.0,"""This park is mostly wide, super-groomed trails and a good chunk of service road. There's a total of about 17 miles of trail open to MTBs. You can do it all without repeating yourself much. The full meal deal will have you hitting about 3K verts at altitude, so it's more than just a ride in the park. This is a great exercise/training ride, with some great scenery. But it's really a lot like doing nearby Buffalo Creek with all the climbing but not all the fun. Park is hugely busy on weekends, I recommend doing the Marmot Passage trail clockwise for a more doable climb followed by hitting the best techy bits in the park on the descent. I also recommend doing the Borderline/Mason Creek Trail combo clockwise. The climb up borderline is quite heinous, but this is the only way to bet the longest fast and flowy downhill in the park. Of course, if you prefer a long, gradual climb with a shorter, steeper descent, reverse this portion."" -skibum","Directions: From Denver take 285 south to Shaffers Crossing, about 6 miles west of Conifer. Turn north on Elk Creek Road and follow signs 1.5 miles to park entrance.",Pine,Colorado,United States,39.49458,-105.38082,Beginner,"Drinking water, E-bikes permitted, Restrooms",3.43,https://images.singletracks.com/blog/wp-content/uploads/2016/09/imagejpeg12447-orig-scaled.jpg
274290,Bon Scott,https://www.singletracks.com/bike-trails/bon-scott/,23.0,some OHV Double track that leads to some rowdy singletrack.,Left Hand Canyon.,Boulder,Colorado,United States,40.05870,-105.27675,,,0.0,
591292,Maryland Mountain,https://www.singletracks.com/bike-trails/maryland-mountain/,12,"Opened in May, 2021 thanks to efforts of the Boulder Mountain Bike Alliance and the Colorado Mountain Bike Association. Will eventually include four downhill-only trails.",Hidden Treasure trailhead is located off Colorado Hwy 119.,Black Hawk,Colorado,United States,39.81140,-105.49705,Advanced,,3.5,
284335,Virginia Canyon,https://www.singletracks.com/bike-trails/oh-my-gawd-road/,11.0,"A.K.A.Virginia Canyon or CR. 279.    <br />
<br />
Gets its name from the drop- offs, tight switchbacks and incredible views.This side of the hill remains snow free most of the winter making it the perfect place for a winter xc ride or shuttle.  <br />
<br />
Before the construction of Central City Parkway this was  a major route between Idaho Springs and Central City.  The area is rich in mining history. <br />
<br />
At one time Central City was proposed to be the State Capital. It was also known as the richest square mile on earth. <br />
<br />
Not much singletrack but there are a ton of old roads to explore. From Russell Gulch you can  get to  Fall River, St. Mary’s, Mammoth Gulch, Rollins Pass, Nevadaville and Central City.<br />
<br />
In the winter I usually just ride to the county line and hit Gilson Gulch on the way back. Oh My God Road and Central City Parkway makes about a 20 mile loop for another option. <br />
<br />
At the present time bikes are not allowed on Central City or Black Hawk roads.",From Denver take I-70 west to Idaho Springs.,Idaho Springs,Colorado,United States,39.74303,-105.50959,Expert,Night riding allowed,5.0,https://images.singletracks.com/blog/wp-content/uploads/2011/05/IMG_0893-0-orig.jpg
287604,Russell Ridge,https://www.singletracks.com/bike-trails/russell-ridge/,10.0,"I read about this trail in the Falcon Guide for the Denver/Boulder area and decided to check it 
out.  It said the first mile or so was on ATV trails so I was prepared for the torn up trail, big ruts, 
and huge puddles (it must have rained ALOT there recently).  Supposedly there is some 
singletrack out here but I never found it (I suspect it had been closed for some time, too many 
motorized vehicles using it probably).  The trail was super muddy but there was no one out here.  
I did find a pretty sweet granite chute on part of the trail, that was pretty much the highlight.  
Looking at a map of the area it appears that you can connect to some singletrack (trail 692 I 
think) but I got bored with the trail way too soon (plus it started getting really rocky).  Let me 
know if you have more info on this trail, especially if there's a better way to do it.","From I-25 in Castle Rock, take the exit for US 85 to Sedalia/Littleton.  In Sedalia, turn west onto 
CO 67.  Head into the mountains about 15 miles to the tiny town of Sprucewood.  At the store, 
turn right onto Pine Junction Rd., trailhead parking is immediately on the right in a gravel area.",Sedalia,Colorado,United States,39.35149,-105.11899,Intermediate,,3.0,
285976,Warren Gulch,https://www.singletracks.com/bike-trails/warren-gulch/,17.0,"I do this ride as a loop but most do it as a shuttle. Warren Gulch was one of the first shuttles in the state and is still one of the best! 
PLEASE DONâ€™T SKID OR CUT SWITCHBACKS 
The trail has suffered a lot of inconsiderate abuse over the last couple of years from the downhill crowd.
Route finding through the subdivision to the lower singletrack is kind of difficult so itâ€™s best do this ride with someone that has ridden the trail before.
11 miles climbing 3000ft.! 3000ft. descending!  4 miles of killer singletrack
From I.S. head up Soda Creek past the hot springs turn left on Little Bear ride 5 miles up to Hwy. 103 right to Warren Gulch Trail. The trail takes off on the right past mm. 19 just west (100 yards) of  the Chief Mtn. Trail ",Take I-70 west of Denver to  Idaho Springs ,Idaho Springs ,Colorado,United States,39.74123,-105.51639,Advanced,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2008/06/2626-1213316812-orig.jpg
286725,Bald Mountain Trail,https://www.singletracks.com/bike-trails/bald-mountain-trail/,1.0,"The trail is short with a really steep section, that is also short...  Ride the trail CCW, about 10 times.  Going CW there is a 5 foot technical section that is tough because you're going so slow uphill.  The view from the top of Bald Mountain is spectacular, and the trail is nice winding through the trees.  You're in mountain lion country (posted at the trail head), so bring your slower friends.","From Boulder Head west on Mapleton.  Once it turns into Sunshine Canyon Drive (County Road 52), go about 4.5 miles until you get to the Bald Mountain Scenic Area on the south side of the road.",Boulder,Colorado,United States,40.04761,-105.34131,Beginner,,2.0,https://images.singletracks.com/blog/wp-content/uploads/2012/07/BaldMt-0-orig.jpg
286894,Waterline,https://www.singletracks.com/bike-trails/waterline/,3.0,"This trail is the old water line that was notched in ths side of a cliff. I think it was originally used for the Water wheel. 20 years ridding this trail and I still get a rush.Ride up hwy 103 to the Idaho Springs Cemetery, turn left and follow Red Fox ln. to the end turn right into the cemetery at the upper gate after a short distance you will see a road on your left  ride up  this hill stay left at the next intersection a little more climbing and you're at the waterline left again some nice single track here but watch your speed the cliff section is there before you know it!!! The single track comes out on a double track after a short distance look for a single track that takes off to the left down the gully.Follow this fast single track bunny hop the creek [a good place to get a view of the water wheel and Idaho Springs],ride past the church and down to Idaho Springs back to your car. ",Take I-70 west of Denver to the second Idaho Springs exit # 240 turn left on hwy 103 and park in the Forest Service parking lot or across from the school,Idaho Springs,Colorado,United States,39.73849,-105.52277,Intermediate,,3.5,https://images.singletracks.com/blog/wp-content/uploads/2006/05/1147955226-orig.jpg
283236,Charlie's Cutoff,https://www.singletracks.com/bike-trails/charlies-cutoff/,2.0,"At approximately 2 miles, Charlie’s Cutoff isn’t nearly the longest trail in the Buffalo Creek trail system, but it really packs a punch! Descending the trail offers up some big rocks, including some glorious slickrock sections to play on. Further down towards the bottom, the trail runs along a creek deep under the cover of some massive ever green trees, turning to rooty, technical trail in black dirt—a radical departure from the normally dry, gravelly singletrack of the rest of the trail system. While it is tough, climbing UP Charlie’s is very doable too.","From Colorado Springs, take US 24 to Woodland Park. Turn right onto CO 67 and go to Deckers. Continue straight onto CO 126 approximately 20 miles. Parking is on the right just before the bridge at the Buffalo Creek Forest Service Work Center. The trail starts on Buffalo Creek road on the left of CO 126 just over the bridge. ",Pine,Colorado,United States,39.38867,-105.27217,Intermediate,Night riding allowed,4.83,https://images.singletracks.com/blog/wp-content/uploads/2012/08/DSCN0848-0-orig.jpg
287650,Buffalo Creek,https://www.singletracks.com/bike-trails/buffalo-creek/,14.0,"Wow, this trail is awesome.  I had high expectations after riding the Green Mountain and Morrison Creek sections off the nearby Colorado trail and Buffalo Creek didn't disappoint.  The climb on Buffalo Creek road is nice and steady as it follows the stream up.  <br />
Baldy trail takes you through some burned out sections of forest and over a short stretch of slickrock as you near the top of the climb (about 1000 feet by the time it's all done).  The singletrack downhills on this trail are amazing, especially Charlie's Cutoff with more slickrock sections and some hairy turns through some cool rock formations.  Sandy Wash has some nice banked turns and some technical sections near the top (parts of this go through some more burned out forest sections).  When you're back down to the road you'll be amazed at how much downhill you got out of that easy little climb.  Awesome, you gotta try this trail!","From Colorado Springs, take US 24 to Woodland Park. Turn right onto CO 67 and go to Deckers. <br />
Continue straight onto CO 126 approximately 20 miles.  Parking is on the right just before the <br />
bridge at the Buffalo Creek Forest Service Work Center.  The trail starts on Buffalo Creek road on <br />
the left of CO 126 just over the bridge.  Ride about 3 miles and turn right onto Baldy Trail and <br />
stay on Baldy through the climb.  Turn right onto Gashouse, and make your next turn right onto Miller Gulch Trail.  Go left onto the Homestead trail, then right on Charlie's Cutoff.  This becomes Sandy Wash trail, take this back down to Buffalo Creek Road.",Pine,Colorado,United States,39.38867,-105.27217,Intermediate,Night riding allowed,4.33,https://images.singletracks.com/blog/wp-content/uploads/2016/06/imagejpeg89994-orig-scaled.jpg
285144,Rhyolite Bike Park,https://www.singletracks.com/bike-trails/rhyolite-bike-park/,1.0,"This is a 1 mile bike park/pump track. The climb is straight and very gradual and the downhill has banked corners with a few berms thrown in. There is nothing technical about the singletrack at all, but it is fun for a few laps.<br />
<br />
The trail is a one-way loop and the direction of travel is clockwise.<br />
<br />
There are no hikers allowed so you can go nuts on the downhill without fear of running over anyone coming up.","From I-25 take exit 181 for Wilcox St/Plum Creek Parkway. <br />
Continue east on Plum Creek Pkwy about 1.5 miles and then turn right on Lake Gulch Rd.<br />
Drive 1.5 miles and then turn right on to Crystal Valley Pkwy.<br />
Parking lot and trailhead is 1/3 of a mile on the right.<br />
<br />
From the parking lot, go around the bathrooms to the left on the cement path, the singletrack trailhead is by the tennis courts.<br />",Castle Rock,Colorado,United States,39.34144,-104.84265,Intermediate,"Drinking water, Pump track",3.29,https://images.singletracks.com/blog/wp-content/uploads/2015/05/mobile-1431734291-orig.jpg
275946,Rhyolite Cyclocross Course,https://www.singletracks.com/bike-trails/rhyolite-cyclocross-course/,2.0,"The 1.8-mile cyclocross course winds all around Rhyolite Park. Follow the wooden posts, keeping the single green stripe on your right.",Entries can be found on the east or west side of the parking lot.,Castle Rock,Colorado,United States,39.34111,-104.84054,,,0.0,
285113,Quarry Mesa,https://www.singletracks.com/bike-trails/quarry-mesa/,4.0,"The trail starts out in a meadow, followed quickly by a fairly easy climb up the side of the mesa with some switchbacks. Once at the top of the mesa, there is a loop which can be ridden either direction. Riding it twice and then descending will make it a 5 mile total ride.<br />
<br />
The trail is fast, slightly rocky single track with no technical obstacles. There is one switchback with exposure on the side, and it sneaks up on you when riding counter-clockwise.<br />
<br />
The city of Castle Rock received a grant to expand the trail system and they hope to add some more technical terrain at the top and maybe a trials course, so stay tuned.<br />
<br />
This trail is typically open year-round, weather permitting.<br />
<br />
Watch for rattlesnakes! I saw two on my first ride there.","This starts from the same parking lot as Rhyolite Bike Park:<br />
http://www.singletracks.com/bike-trails/rhyolite-bike-park.html<br />
<br />
From I-25 take exit 181 for Wilcox St/Plum Creek Parkway.<br />
Proceed left under the I-25 overpass, and then at the light turn right onto the frontage road.<br />
Drive past the gas stations, car dealership, and abandoned-looking restaurant, then look for the Rhyolite Regional Park sign and turn left. <br />
Drive across the bridge and over the hill and the parking lot for the trail is on the other side, on the left. It is well marked.<br />
<br />
From the parking lot, go around the bathrooms to the left on the cement path, the singletrack trailhead is on the opposite side of the cement ""circle"" and is well marked.",Castle Rock,Colorado,United States,39.34087,-104.84152,Beginner,,2.25,https://images.singletracks.com/blog/wp-content/uploads/2009/09/vlcsnap-2009-09-28-10h34m18s129-0-orig.jpg
281294,Lobo Trail,https://www.singletracks.com/bike-trails/lobo-trail/,18,"The trail is a graded double track (with some paved greenway) that follows the train tracks diagonally from Longmont to Boulder, Colorado","Ken Pratt Boulevard & Martin Street in Longmont, Colorado. Trail takes you to the corner of Valmont & Foothills Blvd in Boulder, Colorado.",Longmont to Boulder,Colorado,United States,40.15350,-105.09331,Easiest,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2013/08/mobile-1377111877-0-orig.jpg
283239,Sandy Wash,https://www.singletracks.com/bike-trails/sandy-wash/,3.0,"Sandy Wash begins at the bottom/junction of Charlie’s Cutoff, Homestead Trail, and Blackjack. From there, it descends 3 miles down to the main gated forest road that runs up along Buffalo Creek. <br />
<br />
This is, in my opinion, the hands-down best decent at Buffalo Creek! Can anyone say flow?! While other trails have washed out sandy turns that are hard to rail, the dirt (for the most part) on Sandy Wash is actually LESS gravelly, and even if some sections are gravelly all of the turns have been perfectly banked and bermed by the passage of tires over the years that this trail just holds you in and begs you to go faster and faster and faster! Sandy Wash is a must-ride descent if you are in the Buffalo Creek area, and if you park down at the bottom of the Buffalo Creek forest road, this is the most convenient and most fun way to return to your car.","From Colorado Springs, take US 24 to Woodland Park. Turn right onto CO 67 and go to Deckers. Continue straight onto CO 126 approximately 20 miles. Parking is on the right just before the bridge at the Buffalo Creek Forest Service Work Center. The trail starts on Buffalo Creek road on the left of CO 126 just over the bridge. Ride about 3 miles and turn right onto Baldy Trail and stay on Baldy through the climb. Turn right onto Gashouse, and make your next turn right onto Miller Gulch Trail. Go left onto the Homestead trail, then right on Charlie's Cutoff. This becomes Sandy Wash trail, take this back down to Buffalo Creek Road.",Pine,Colorado,United States,39.38148,-105.31411,Intermediate,,4.67,https://images.singletracks.com/blog/wp-content/uploads/2013/09/IMG_20130909_125306_570-0-orig.jpg
282336,Nice Kitty,https://www.singletracks.com/bike-trails/nice-kitty/,11.0,"This is the newest addition to the Buffalo Creek trail system. If you're looking for the quickest out-and-back in BC, this is it. From the Forest Service office, it's only 10.5 miles if you take 543 to Nice Kitty, up to the Colorado Trail and back. The trail is very similar to Morrison Creek and Shinglemill, just slightly different scenery, and more trees and slickrock at the bottom. It's a relatively easy 1,300 foot climb, and because of that, and the exposure, it's a good early season trail. The descent is very typical of BC trails-gentle, good flow, but a lot of the cat litter gravel everywhere, so you don't have a ton of traction. On a side-note, it's called Nice Kitty due to the local wildlife, so keep your eyes open.","From the main parking lot in Buffalo Creek, head up Road 543. This is the first trail on the left. You'll see a bridge that crosses the creek down on the left-hand side- that's the beginning of Nice Kitty.",Pine,Colorado,United States,39.37722,-105.27993,Intermediate,Night riding allowed,4.11,https://images.singletracks.com/blog/wp-content/uploads/2013/07/Steve-BC-1-0-orig.jpg
287622,Buck Gulch,https://www.singletracks.com/bike-trails/buck-gulch/,11.0,"This is yet another awesome ride in the Buffalo Creek area with well groomed singletrack and 
fantastic scenery.  Take the Narrow Gauge Trail to the right for about 0.3 miles then turn left onto 
Buck Gulch Trail (crossing the bridge).  Ride Buck Gulch all the way up a fairly steep climb to the 
intersection with the Skipper Trail.  Take the Skipper to the left to a four way intersection with the 
Homestead Trail.  Go right on the doubletrack to the intersection with Charlie's Cutoff.  Go left on 
Charlie's cutoff, then left back onto the Homestead Trail.  This will spit you out back at the four 
way intersection, go right onto Strawberry Jack Trail for a nice downhill back to the Buck Gulch 
Trail.  Go right onto Buck Gulch and you're back at Pine Valley Ranch open space.  This is one of 
the top rides in the area once you get past the initial climb (about 1000 ft in 3 miles) and offers 
some great singletrack, all completely rideable.","Take US 285 West from Denver to Pine Junction.  Turn left onto County Road 126 and go about 6 
miles to Pine Valley Ranch entrance on the right.  Follow the road to the end at the trailhead.",Pine,Colorado,United States,39.40722,-105.34639,Intermediate,"Night riding allowed, Restrooms",3.86,https://images.singletracks.com/blog/wp-content/uploads/2013/09/IMG_20130909_102552_905-0-orig.jpg
282953,Buffalo Burn Trail,https://www.singletracks.com/bike-trails/buffalo-burn-trail/,4.0,Trail heads west through a larger burn area in Bufffalo Creek. Somewhat flat ride with sweet singletrack in and out of burned and non-burned forests. Go from south to north to enjoy a mostly downhill ride. And go during sunset for spectacular views.,From the Little Fraggy parking lot up top of Buffalo Creek. Head to the north end of the parking lot and then take the fire road north for about 1/8 of a mile. The Buffalo Burn trail is on the left. This is a loop that will eventually lead you back to the fire road.,Pine,Colorado,United States,39.35612,-105.24745,Intermediate,Night riding allowed,3.75,https://images.singletracks.com/blog/wp-content/uploads/2012/08/IMG_1180-0-orig.jpg
286450,Barbour Fork Loop,https://www.singletracks.com/bike-trails/barbour-fork-loop/,8.0," This is a tough but rewarding ride. Some insane climbs and some killer downhill sections all of which can be ridden! Lots of technical rocky sections. You ride through open meadows. lodgepole and aspen forests . Some double track ,and sections of fine singletrack.  Route finding is difficult on Van Eden property but hopefully with time the trail will get worn in. 
From the parking lot ride up the road (F.R. 194) climbing over the waterbars. This section is steep but short. I always feel like Iím going to blow up. Turn right at the first intersection (F.R.194.2)cross the creek if there is one. As you enter the meadow look for Barbour Fork Trail (#48) on the right. Follow this singletrack a couple miles until it comes back out on F,R. 194.2  turn left this section is called collarbone alley. When you reach the valley, cross the creek and climb up to Van Eden Meadow on F.R.194.2. From here the route finding becomes more difficult due to the number of trails in the area. You basically make a loop around the meadow pick up a trail on the south side of the meadow back to the start. Hopefully we will have a gps track and this section marked soon. You can always return back on the road.","Take I-70 west of Denver to Idaho Springs exit #241 left on Miner Street just past Safeway , left on Soda Creek past the hot springs continue past the dump to the parking lot just before the forest service gate. About 3 miles total from I.S",Idaho Springs,Colorado,United States,39.71514,-105.55448,Intermediate,Night riding allowed,3.0,https://images.singletracks.com/blog/wp-content/uploads/2007/06/2140-1183005292-orig.jpg
275445,St Vrain River Trail,https://www.singletracks.com/bike-trails/st-vrain-river-trail-12859/,23.0,From Longmont,From Longmont,Longmont,Colorado,United States,40.16997,-105.10808,,Restrooms,0.0,
275446,St Vrain River Trail,https://www.singletracks.com/bike-trails/st-vrain-river-trail/,23.0,From Longmont,From Longmont,Longmont,Colorado,United States,40.16997,-105.10808,,Restrooms,0.0,
